name,movie,date,rating
Enea Bouriche,12 Angry Men (1957),2021-04-10,4
Exupéry Jacquier,Pulp Fiction (1994),2021-01-09,3
Frédéric Rami,Goodfellas (1990),2021-03-11,0
Raphaël Milio,Forrest Gump (1994),2021-04-10,1
Yannick Nicolier,The Lord of the Rings: The Two Towers (2002),2021-05-09,2
Mohammed Kairouani,"The Good, the Bad and the Ugly (1966)",2021-01-21,3
Nicolas Nicolier,The Shawshank Redemption (1994),2020-10-07,5
Ericka Gerez,The Godfather (1972),2021-02-13,3
Nicolas Rossi,The Lord of the Rings: The Fellowship of the Ring (2001),2021-04-17,3
Olivier Zanoun,Schindler's List (1993),2021-03-03,4
Frédéric Olsen,Schindler's List (1993),2021-05-16,4
Mélissa Kunz,Fight Club (1999),2020-11-24,2
Arthur Pravaz,The Shawshank Redemption (1994),2020-07-30,4
Sylvain Verdan,Seven Samurai (1954),2020-06-30,0
Andrea Franco,Schindler's List (1993),2021-05-12,4
Yannick Mérot,The Lord of the Rings: The Fellowship of the Ring (2001),2020-12-01,3
Laurence Berclaz,The Godfather: Part II (1974),2021-01-30,3
Olivier Philippe Nicolier,One Flew Over the Cuckoo's Nest (1975),2021-03-13,0
Olivier Jacquier,The Dark Knight (2008),2021-02-20,4
Michelle Badillo,Seven Samurai (1954),2020-11-18,1
Mélissa Zanoun,The Lord of the Rings: The Return of the King (2003),2020-08-06,3
Georges Bouriche,The Lord of the Rings: The Fellowship of the Ring (2001),2020-11-10,2
Simon Montmollin,"The Good, the Bad and the Ugly (1966)",2020-06-30,2
Georges Dromard,Forrest Gump (1994),2021-01-17,1
Arthur Terra,The Lord of the Rings: The Return of the King (2003),2021-02-10,3
Marie Mutti,Star Wars: Episode V - The Empire Strikes Back (1980),2020-11-13,2
Olivier Philippe Rordorf,Inception (2010),2021-05-17,2
Exupéry Milio,Pulp Fiction (1994),2021-06-14,3
Murièle La Spada,Pulp Fiction (1994),2020-07-18,3
Yannick Rordorf,The Godfather: Part II (1974),2021-05-20,4
Arthur Kairouani,The Dark Knight (2008),2021-01-04,4
Andrea Lavanchy,Forrest Gump (1994),2020-09-17,2
Sylvain Fragnière,The Dark Knight (2008),2021-03-29,3
Michelle Di Marco,12 Angry Men (1957),2020-09-14,4
Mathieu Di Marco,"The Good, the Bad and the Ugly (1966)",2021-04-08,2
Enea Rami,"The Good, the Bad and the Ugly (1966)",2020-08-29,2
Georges Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2021-02-09,1
Arthur Fragnière,The Lord of the Rings: The Two Towers (2002),2020-08-06,1
Marie Kunz,Inception (2010),2021-03-04,1
Mélissa Dromard,The Shawshank Redemption (1994),2020-12-19,5
Yannick Pravaz,12 Angry Men (1957),2020-08-09,3
Simon Jacquier,"The Good, the Bad and the Ugly (1966)",2021-04-22,3
Mohammed Kairouani,The Godfather: Part II (1974),2020-07-25,3
Yannick Jacquier,The Godfather (1972),2021-05-24,3
Olivier Philippe Lavanchy,12 Angry Men (1957),2021-01-17,3
Laurence Rouge,Fight Club (1999),2020-10-26,2
Michelle Franco,The Godfather: Part II (1974),2021-05-11,3
Frédéric Olsen,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-14,3
Thierry Dumas,The Lord of the Rings: The Return of the King (2003),2021-05-17,2
Sylvain Mettreaux,Pulp Fiction (1994),2021-02-12,2
Patrick Nicolier,The Dark Knight (2008),2020-08-31,3
Ericka Kunz,The Lord of the Rings: The Return of the King (2003),2020-08-08,3
Andrea Dumas,The Godfather (1972),2021-05-30,4
Ericka Kunz,The Shawshank Redemption (1994),2020-08-24,5
Sylvain Pravaz,Pulp Fiction (1994),2020-08-19,2
Nicolas Franco,The Shawshank Redemption (1994),2020-11-21,4
Patrick Olsen,The Dark Knight (2008),2021-04-03,4
Frédéric Stella,Pulp Fiction (1994),2020-09-26,3
Nicolas Montmollin,Forrest Gump (1994),2020-08-28,1
Sélim Pravaz,Star Wars: Episode V - The Empire Strikes Back (1980),2021-04-17,2
Enea Rami,The Lord of the Rings: The Two Towers (2002),2020-09-25,1
Exupéry Mutti,The Shawshank Redemption (1994),2020-11-03,5
Mathieu Rami,The Godfather (1972),2021-02-28,4
Mathieu Mérot,The Matrix (1999),2020-12-11,1
Raphaël Milio,Goodfellas (1990),2020-11-30,1
Sylvain Mutti,Schindler's List (1993),2020-09-04,3
Olivier Philippe La Spada,The Lord of the Rings: The Return of the King (2003),2020-08-23,3
Olivier Philippe Rordorf,12 Angry Men (1957),2020-12-30,3
Raphaël Di Marco,The Shawshank Redemption (1994),2020-12-30,5
Christophe Zanoun,"The Good, the Bad and the Ugly (1966)",2021-02-05,3
Julien Rami,The Godfather (1972),2021-06-22,4
Raphaël Kunz,The Lord of the Rings: The Return of the King (2003),2021-02-12,3
Mélissa Andoine,Forrest Gump (1994),2020-08-28,2
Christophe Mettreaux,Inception (2010),2020-10-29,2
Simon Bouriche,The Lord of the Rings: The Fellowship of the Ring (2001),2021-02-03,2
Corentin Lavanchy,Forrest Gump (1994),2021-05-05,1
Mathieu Berclaz,One Flew Over the Cuckoo's Nest (1975),2020-07-28,0
Quentin Bouriche,The Lord of the Rings: The Return of the King (2003),2021-01-02,3
Sylvain Franco,Inception (2010),2020-12-06,1
Patrick Olsen,Star Wars: Episode V - The Empire Strikes Back (1980),2020-07-29,2
Julien Rossi,One Flew Over the Cuckoo's Nest (1975),2021-01-05,0
Michelle Milio,Pulp Fiction (1994),2020-08-18,3
Antonio Kunz,The Dark Knight (2008),2021-01-15,3
Raphaël La Spada,"The Good, the Bad and the Ugly (1966)",2020-09-07,3
Julia Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-21,3
Mouhssine Milio,Fight Club (1999),2021-04-24,3
Marie Verdan,Inception (2010),2021-06-25,1
Arthur Olsen,Pulp Fiction (1994),2020-11-24,3
Christophe Mettreaux,The Godfather: Part II (1974),2020-11-05,3
Michelle Olsen,Fight Club (1999),2020-07-21,2
Mélissa Kairouani,Inception (2010),2021-01-25,1
Antonio Dromard,The Lord of the Rings: The Return of the King (2003),2021-05-28,3
Antonio Rordorf,The Lord of the Rings: The Return of the King (2003),2021-02-14,3
Sélim Stella,Goodfellas (1990),2021-05-14,1
Frédéric Badillo,The Lord of the Rings: The Two Towers (2002),2020-07-02,1
Nicolas Berclaz,12 Angry Men (1957),2020-12-23,4
Michelle Kunz,Fight Club (1999),2021-06-09,2
Simon Nicolier,Forrest Gump (1994),2020-12-31,2
Georges Andoine,The Shawshank Redemption (1994),2020-07-10,4
Yannick Jacquier,The Godfather: Part II (1974),2020-08-06,4
Michelle Gerez,One Flew Over the Cuckoo's Nest (1975),2021-03-17,1
Mohammed Terra,Seven Samurai (1954),2020-12-24,0
Murièle Rordorf,Pulp Fiction (1994),2020-07-09,2
Manuel Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2020-12-14,3
Mélissa Rami,Pulp Fiction (1994),2021-04-27,2
Ericka Kairouani,Inception (2010),2021-04-02,1
Yannick Mutti,The Matrix (1999),2020-07-21,2
Frédéric Tristan Kocher,Pulp Fiction (1994),2021-04-06,3
Christophe Kunz,Schindler's List (1993),2020-08-13,4
Marie Bouriche,The Godfather: Part II (1974),2021-06-11,4
Enea Dumas,The Godfather: Part II (1974),2021-01-15,3
Mouhssine Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2021-03-13,1
Mathieu Gerez,12 Angry Men (1957),2020-11-06,4
Frédéric Rossi,Goodfellas (1990),2020-10-09,1
Exupéry Rordorf,Goodfellas (1990),2021-05-11,1
Ericka Gerez,12 Angry Men (1957),2021-03-27,3
Julien Dumas,The Lord of the Rings: The Return of the King (2003),2020-09-03,2
Mélissa La Spada,The Godfather (1972),2020-07-09,4
Sélim Rouge,Goodfellas (1990),2021-06-21,1
Sélim Berclaz,12 Angry Men (1957),2021-06-20,3
Enea Terra,The Shawshank Redemption (1994),2020-12-16,5
Enea Fragnière,12 Angry Men (1957),2021-04-04,4
Mathieu Mérot,One Flew Over the Cuckoo's Nest (1975),2020-09-14,1
Olivier Milio,Schindler's List (1993),2021-01-30,4
Antonio Zanoun,The Godfather (1972),2020-12-28,4
Arthur Kairouani,The Lord of the Rings: The Return of the King (2003),2020-11-11,2
Simon Dumas,Fight Club (1999),2021-03-25,3
Thierry Nicolier,Schindler's List (1993),2020-12-12,3
Enea Stella,The Matrix (1999),2021-06-07,2
Enea Andoine,The Dark Knight (2008),2021-02-02,3
Thierry Di Marco,The Lord of the Rings: The Return of the King (2003),2020-10-10,2
Mélissa Bouriche,Schindler's List (1993),2021-04-18,3
Sélim Terra,The Godfather: Part II (1974),2020-07-02,4
Thierry Nicolier,The Godfather: Part II (1974),2020-07-02,3
Michelle Bouriche,12 Angry Men (1957),2021-04-12,3
Sélim La Spada,12 Angry Men (1957),2020-12-03,4
Murièle Kairouani,"The Good, the Bad and the Ugly (1966)",2021-04-14,2
Thierry Berclaz,The Lord of the Rings: The Return of the King (2003),2021-05-08,2
Michelle Terra,Forrest Gump (1994),2021-06-10,1
Enea Rouge,Star Wars: Episode V - The Empire Strikes Back (1980),2020-09-02,1
Mouhssine Pravaz,Goodfellas (1990),2021-06-13,0
Arthur Mérot,The Shawshank Redemption (1994),2020-09-21,4
Michelle Zanoun,The Godfather: Part II (1974),2021-05-04,4
Sylvain Berclaz,Forrest Gump (1994),2021-02-23,2
Exupéry Tristan Kocher,Schindler's List (1993),2020-07-16,3
Andrea Verdan,Schindler's List (1993),2020-07-05,3
Michelle Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-11,2
Sylvain Berclaz,The Lord of the Rings: The Return of the King (2003),2021-03-04,2
Yannick Di Marco,The Dark Knight (2008),2020-09-26,3
Olivier Philippe Lavanchy,Schindler's List (1993),2021-04-13,3
Ericka La Spada,One Flew Over the Cuckoo's Nest (1975),2020-08-08,1
Raphaël Dumas,The Lord of the Rings: The Return of the King (2003),2021-02-05,3
Manuel Kairouani,The Godfather: Part II (1974),2021-04-15,4
Yannick Dromard,Inception (2010),2021-04-27,1
Exupéry Milio,The Lord of the Rings: The Return of the King (2003),2021-02-18,3
Marie Pravaz,The Matrix (1999),2021-02-15,2
Murièle Pravaz,Seven Samurai (1954),2021-06-11,0
Mélissa Kairouani,Schindler's List (1993),2021-05-07,3
Julien Di Marco,12 Angry Men (1957),2021-03-29,3
Enea Dromard,Schindler's List (1993),2020-12-03,4
Simon Andoine,The Shawshank Redemption (1994),2021-04-26,5
Murièle Montmollin,Seven Samurai (1954),2021-05-24,0
Olivier Philippe Mérot,The Lord of the Rings: The Two Towers (2002),2021-02-14,2
Corentin Verdan,The Dark Knight (2008),2020-11-22,3
Mouhssine Berclaz,The Shawshank Redemption (1994),2021-06-18,5
Corentin Di Marco,The Godfather: Part II (1974),2021-06-18,4
Enea Terra,The Matrix (1999),2021-03-03,1
Michelle Kunz,"The Good, the Bad and the Ugly (1966)",2020-07-02,2
Mouhssine Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-29,2
Mouhssine Kunz,The Dark Knight (2008),2021-05-21,4
Corentin Franco,The Godfather (1972),2021-06-06,3
Arthur Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2021-02-10,3
Raphaël Badillo,Forrest Gump (1994),2020-12-15,2
Manuel Mérot,Inception (2010),2020-08-14,2
Mathieu Rami,The Godfather: Part II (1974),2021-02-12,4
Julia Terra,The Lord of the Rings: The Return of the King (2003),2021-01-01,3
Frédéric Bouriche,Fight Club (1999),2021-05-17,2
Enea Kunz,The Lord of the Rings: The Return of the King (2003),2021-02-18,2
Antonio Mettreaux,Forrest Gump (1994),2020-08-08,2
Julien Rordorf,Forrest Gump (1994),2021-06-05,1
Simon Terra,The Godfather (1972),2020-08-12,4
Quentin Bouriche,The Lord of the Rings: The Two Towers (2002),2021-06-14,2
Michelle Lavanchy,The Godfather: Part II (1974),2020-12-14,3
Christophe Jacquier,Star Wars: Episode V - The Empire Strikes Back (1980),2021-05-03,2
Julia Jacquier,12 Angry Men (1957),2020-07-31,3
Frédéric Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2021-04-10,2
Laurence Mérot,The Godfather: Part II (1974),2020-11-30,3
Andrea Lavanchy,The Lord of the Rings: The Return of the King (2003),2020-12-05,3
Quentin Zanoun,Fight Club (1999),2020-12-27,3
Mélissa Mérot,One Flew Over the Cuckoo's Nest (1975),2020-08-13,1
Frédéric Mérot,The Lord of the Rings: The Return of the King (2003),2021-01-02,2
Laurence Rami,Schindler's List (1993),2021-01-03,4
Julien La Spada,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-23,3
Andrea Zanoun,12 Angry Men (1957),2021-01-17,4
Mohammed Lavanchy,Fight Club (1999),2020-12-25,3
Nicolas Di Marco,The Matrix (1999),2020-12-29,2
Sélim Mutti,The Godfather (1972),2020-10-14,3
Enea Lavanchy,"The Good, the Bad and the Ugly (1966)",2021-04-24,3
Mathieu Mutti,The Godfather: Part II (1974),2020-10-24,4
Enea Dromard,The Lord of the Rings: The Return of the King (2003),2021-04-15,3
Ericka Kunz,Schindler's List (1993),2021-03-29,4
Enea Nicolier,12 Angry Men (1957),2020-10-01,4
Nicolas Stella,Seven Samurai (1954),2020-09-17,1
Quentin Franco,Goodfellas (1990),2021-06-15,1
Laurence Zanoun,Pulp Fiction (1994),2020-10-06,2
Georges Olsen,12 Angry Men (1957),2020-11-17,4
Exupéry Rossi,Pulp Fiction (1994),2020-11-25,3
Ericka Dromard,The Godfather: Part II (1974),2021-04-11,4
Julien Milio,12 Angry Men (1957),2020-12-29,3
Thierry Rouge,Pulp Fiction (1994),2021-01-03,3
Exupéry Mettreaux,Fight Club (1999),2020-11-08,2
Nicolas Rami,The Shawshank Redemption (1994),2020-07-02,4
Julia Verdan,Inception (2010),2021-06-11,2
Sylvain Berclaz,Seven (1995),2020-12-13,0
Mélissa Milio,The Godfather: Part II (1974),2021-06-11,4
Mélissa Dromard,Schindler's List (1993),2021-02-02,3
Thierry Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2020-07-07,2
Julien Kunz,The Lord of the Rings: The Fellowship of the Ring (2001),2021-04-24,2
Laurence Gerez,The Lord of the Rings: The Fellowship of the Ring (2001),2020-11-13,2
Sélim Terra,The Lord of the Rings: The Return of the King (2003),2020-11-30,3
Michelle Di Marco,Seven (1995),2021-06-16,0
Exupéry Andoine,The Shawshank Redemption (1994),2020-09-14,4
Yannick Jacquier,The Lord of the Rings: The Fellowship of the Ring (2001),2020-11-26,3
Antonio Jacquier,Fight Club (1999),2020-10-24,3
Exupéry Andoine,Goodfellas (1990),2021-03-15,0
Nicolas Rossi,Inception (2010),2020-07-04,1
Corentin Mutti,The Dark Knight (2008),2021-03-04,3
Thierry Mutti,Fight Club (1999),2021-04-05,2
Corentin Di Marco,Schindler's List (1993),2021-04-27,3
Corentin Zanoun,Fight Club (1999),2020-12-19,2
Georges Lavanchy,The Godfather (1972),2020-11-11,3
Mathieu Verdan,Forrest Gump (1994),2020-07-24,1
Georges Zanoun,The Matrix (1999),2020-10-03,1
Sélim Zanoun,The Lord of the Rings: The Two Towers (2002),2021-04-22,1
Antonio Mérot,"The Good, the Bad and the Ugly (1966)",2020-08-08,2
Enea Kunz,Forrest Gump (1994),2021-02-15,2
Andrea Terra,Seven (1995),2021-01-05,1
Quentin Zanoun,The Lord of the Rings: The Fellowship of the Ring (2001),2021-03-01,2
Raphaël Terra,One Flew Over the Cuckoo's Nest (1975),2020-09-16,0
Manuel Franco,"The Good, the Bad and the Ugly (1966)",2020-10-07,3
Laurence Mérot,"The Good, the Bad and the Ugly (1966)",2020-09-01,3
Murièle Zanoun,12 Angry Men (1957),2020-09-22,4
Arthur Fragnière,Fight Club (1999),2021-01-04,2
Mathieu Kunz,The Matrix (1999),2021-04-15,1
Mélissa Montmollin,Fight Club (1999),2020-12-25,3
Quentin Mérot,Goodfellas (1990),2021-01-25,0
Arthur Rossi,The Godfather (1972),2020-12-19,4
Antonio Nicolier,Pulp Fiction (1994),2021-05-04,2
Sélim Kairouani,Forrest Gump (1994),2020-09-24,2
Simon Rami,The Dark Knight (2008),2020-11-13,4
Michelle Stella,Star Wars: Episode V - The Empire Strikes Back (1980),2021-04-20,2
Yannick Bouriche,The Godfather: Part II (1974),2020-07-21,3
Sylvain Berclaz,12 Angry Men (1957),2020-07-24,4
Sylvain Rordorf,Forrest Gump (1994),2020-09-11,2
Mohammed Olsen,The Shawshank Redemption (1994),2020-12-17,4
Murièle Lavanchy,The Lord of the Rings: The Two Towers (2002),2020-08-11,2
Sylvain Dromard,The Shawshank Redemption (1994),2021-04-17,4
Mohammed Rordorf,Pulp Fiction (1994),2020-08-13,2
Mathieu Di Marco,The Shawshank Redemption (1994),2020-12-18,5
Sylvain Olsen,The Lord of the Rings: The Return of the King (2003),2020-08-07,3
Mouhssine Dumas,The Matrix (1999),2020-11-14,1
Mouhssine Franco,The Godfather: Part II (1974),2020-09-26,4
Ericka Nicolier,Schindler's List (1993),2021-01-17,4
Mohammed Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2021-01-31,2
Mohammed Milio,Forrest Gump (1994),2020-12-11,2
Frédéric Rouge,Forrest Gump (1994),2020-06-30,1
Mouhssine Bouriche,The Lord of the Rings: The Return of the King (2003),2021-03-20,2
Georges Bouriche,The Lord of the Rings: The Return of the King (2003),2021-05-08,3
Antonio Zanoun,The Lord of the Rings: The Return of the King (2003),2021-04-03,3
Georges Mutti,The Shawshank Redemption (1994),2020-07-25,4
Mélissa Milio,Fight Club (1999),2021-03-16,2
Thierry Franco,The Godfather: Part II (1974),2021-01-28,3
Antonio Kairouani,Schindler's List (1993),2021-04-24,3
Thierry Rami,The Shawshank Redemption (1994),2021-04-14,4
Mohammed La Spada,The Matrix (1999),2021-04-21,1
Ericka Rami,12 Angry Men (1957),2021-06-20,3
Julia Terra,Schindler's List (1993),2020-12-20,4
Georges Mutti,The Dark Knight (2008),2020-12-10,4
Ericka Nicolier,One Flew Over the Cuckoo's Nest (1975),2021-03-21,0
Corentin Badillo,The Godfather (1972),2021-05-11,4
Marie Nicolier,The Lord of the Rings: The Two Towers (2002),2020-10-27,1
Christophe Dromard,The Matrix (1999),2021-03-06,1
Exupéry Di Marco,Seven Samurai (1954),2020-11-12,1
Mélissa Nicolier,The Dark Knight (2008),2021-04-19,4
Laurence Rami,Seven Samurai (1954),2020-08-09,1
Raphaël Milio,12 Angry Men (1957),2021-06-07,4
Julia Rouge,12 Angry Men (1957),2020-07-07,4
Olivier Fragnière,The Shawshank Redemption (1994),2020-10-12,5
Laurence Bouriche,The Shawshank Redemption (1994),2021-06-07,4
Murièle La Spada,The Shawshank Redemption (1994),2020-07-11,5
Julien Andoine,Pulp Fiction (1994),2021-02-15,3
Quentin Rouge,The Shawshank Redemption (1994),2020-10-13,4
Nicolas Dumas,Inception (2010),2021-03-23,2
Mouhssine Badillo,"The Good, the Bad and the Ugly (1966)",2020-11-30,3
Nicolas Verdan,Schindler's List (1993),2020-09-07,4
Raphaël Dromard,"The Good, the Bad and the Ugly (1966)",2020-10-08,2
Exupéry Bouriche,The Lord of the Rings: The Return of the King (2003),2021-02-14,2
Nicolas Zanoun,"The Good, the Bad and the Ugly (1966)",2021-04-28,2
Thierry Stella,Pulp Fiction (1994),2020-10-04,3
Mélissa Montmollin,12 Angry Men (1957),2021-01-18,4
Simon Kairouani,Seven Samurai (1954),2020-07-18,1
Exupéry Berclaz,The Dark Knight (2008),2020-12-12,4
Exupéry Mettreaux,Inception (2010),2021-02-06,2
Sylvain Mutti,Seven Samurai (1954),2021-03-11,0
Nicolas Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-12-11,2
Ericka Lavanchy,Inception (2010),2021-05-20,1
Mélissa Olsen,Pulp Fiction (1994),2020-07-12,3
Murièle Stella,Inception (2010),2020-07-06,2
Enea Mutti,Schindler's List (1993),2021-04-29,3
Antonio La Spada,"The Good, the Bad and the Ugly (1966)",2020-11-23,2
Olivier Kairouani,The Shawshank Redemption (1994),2020-11-08,4
Murièle Kairouani,The Shawshank Redemption (1994),2021-02-27,5
Mathieu Mérot,The Godfather: Part II (1974),2020-11-29,3
Nicolas Di Marco,The Lord of the Rings: The Fellowship of the Ring (2001),2021-01-09,3
Simon Di Marco,The Matrix (1999),2020-07-20,1
Julia Fragnière,Star Wars: Episode V - The Empire Strikes Back (1980),2021-04-09,2
Sylvain Lavanchy,Forrest Gump (1994),2020-07-05,2
Enea Mutti,The Godfather (1972),2021-04-30,3
Mathieu Tristan Kocher,The Godfather: Part II (1974),2020-11-03,3
Olivier Stella,Goodfellas (1990),2020-09-04,1
Mohammed Stella,Pulp Fiction (1994),2021-02-11,2
Georges Jacquier,"The Good, the Bad and the Ugly (1966)",2020-08-18,2
Frédéric Terra,Goodfellas (1990),2021-01-19,0
Julia La Spada,The Godfather (1972),2020-08-28,4
Frédéric Mettreaux,Forrest Gump (1994),2021-04-26,1
Yannick Lavanchy,The Matrix (1999),2020-10-13,1
Exupéry Montmollin,The Godfather: Part II (1974),2021-01-12,4
Nicolas Dromard,Schindler's List (1993),2020-09-22,4
Julia Dromard,Inception (2010),2021-03-19,1
Sylvain Bouriche,Forrest Gump (1994),2021-05-17,1
Nicolas Montmollin,Pulp Fiction (1994),2021-01-18,2
Sélim Rami,Fight Club (1999),2020-09-14,3
Julia Dumas,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-05,2
Julia Gerez,Fight Club (1999),2020-08-17,2
Mouhssine Nicolier,The Dark Knight (2008),2020-09-05,4
Marie Zanoun,The Shawshank Redemption (1994),2020-07-12,4
Ericka Nicolier,The Shawshank Redemption (1994),2020-09-19,4
Ericka Olsen,The Dark Knight (2008),2020-08-04,3
Julien Jacquier,The Shawshank Redemption (1994),2021-01-23,5
Julien Andoine,Goodfellas (1990),2020-11-13,0
Antonio Verdan,Pulp Fiction (1994),2021-05-18,3
Frédéric Andoine,One Flew Over the Cuckoo's Nest (1975),2021-03-30,0
Julien Kunz,One Flew Over the Cuckoo's Nest (1975),2021-04-12,0
Enea Franco,The Lord of the Rings: The Return of the King (2003),2021-06-08,2
Thierry Rami,Forrest Gump (1994),2021-06-14,1
Nicolas Rouge,The Lord of the Rings: The Two Towers (2002),2021-05-05,1
Andrea Jacquier,Forrest Gump (1994),2021-05-07,2
Corentin Rami,Forrest Gump (1994),2020-09-23,2
Nicolas Tristan Kocher,One Flew Over the Cuckoo's Nest (1975),2020-09-22,0
Sylvain Dromard,The Lord of the Rings: The Return of the King (2003),2020-10-01,2
Frédéric Kunz,Star Wars: Episode V - The Empire Strikes Back (1980),2020-08-30,1
Murièle Berclaz,Pulp Fiction (1994),2021-05-11,3
Exupéry Rordorf,One Flew Over the Cuckoo's Nest (1975),2021-02-02,0
Murièle Mérot,Star Wars: Episode V - The Empire Strikes Back (1980),2020-12-20,1
Enea Olsen,12 Angry Men (1957),2021-02-27,4
Murièle La Spada,The Godfather: Part II (1974),2021-03-17,4
Julien Montmollin,Goodfellas (1990),2020-07-06,0
Manuel Nicolier,Schindler's List (1993),2020-11-15,4
Yannick Mettreaux,The Godfather (1972),2020-11-22,4
Yannick Andoine,The Shawshank Redemption (1994),2021-04-01,4
Olivier La Spada,The Dark Knight (2008),2020-10-19,4
Enea Montmollin,12 Angry Men (1957),2021-02-03,4
Antonio Dumas,Pulp Fiction (1994),2021-06-22,3
Frédéric Verdan,The Godfather: Part II (1974),2020-12-07,4
Enea Dromard,The Godfather (1972),2020-07-30,4
Michelle Dromard,The Lord of the Rings: The Fellowship of the Ring (2001),2021-03-05,2
Mohammed Fragnière,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-17,2
Marie Nicolier,The Shawshank Redemption (1994),2021-04-12,4
Antonio Milio,Inception (2010),2020-08-22,2
Ericka Mettreaux,The Godfather: Part II (1974),2021-05-22,3
Andrea Tristan Kocher,The Dark Knight (2008),2021-01-24,4
Laurence Rouge,The Lord of the Rings: The Return of the King (2003),2021-04-07,3
Frédéric Terra,The Godfather: Part II (1974),2020-12-05,3
Mohammed Tristan Kocher,The Godfather: Part II (1974),2021-03-09,3
Mohammed Rossi,The Lord of the Rings: The Return of the King (2003),2021-01-01,3
Manuel Verdan,The Lord of the Rings: The Return of the King (2003),2020-08-13,3
Frédéric Badillo,Fight Club (1999),2021-04-28,2
Frédéric Pravaz,Inception (2010),2021-02-22,1
Frédéric Milio,Forrest Gump (1994),2020-12-27,1
Exupéry Olsen,12 Angry Men (1957),2021-04-11,4
Olivier Philippe Lavanchy,Pulp Fiction (1994),2021-05-22,3
Arthur Verdan,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-01,3
Mouhssine Rossi,Inception (2010),2020-12-10,2
Quentin Rordorf,The Dark Knight (2008),2021-04-24,3
Ericka Franco,The Lord of the Rings: The Return of the King (2003),2020-10-16,3
Enea Pravaz,Pulp Fiction (1994),2020-10-08,2
Michelle Pravaz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-07-19,2
Olivier Philippe Di Marco,Inception (2010),2020-07-30,1
Mohammed Montmollin,The Godfather (1972),2021-04-02,3
Sylvain Mettreaux,One Flew Over the Cuckoo's Nest (1975),2020-12-03,1
Corentin Bouriche,The Godfather: Part II (1974),2020-08-17,3
Sélim Jacquier,The Shawshank Redemption (1994),2020-10-29,5
Mouhssine Lavanchy,Schindler's List (1993),2020-12-30,3
Murièle Badillo,The Shawshank Redemption (1994),2020-11-19,5
Sélim Rordorf,Goodfellas (1990),2020-10-17,1
Raphaël Terra,The Dark Knight (2008),2021-06-25,3
Julia Lavanchy,Schindler's List (1993),2020-07-27,4
Thierry Kunz,The Shawshank Redemption (1994),2021-05-22,5
Frédéric Fragnière,Pulp Fiction (1994),2021-05-18,3
Julia Lavanchy,The Lord of the Rings: The Two Towers (2002),2021-03-08,2
Simon Verdan,12 Angry Men (1957),2021-04-16,3
Arthur Rami,12 Angry Men (1957),2021-02-21,3
Olivier Philippe Nicolier,Fight Club (1999),2020-12-28,2
Michelle Milio,"The Good, the Bad and the Ugly (1966)",2020-10-05,3
Antonio Mérot,Inception (2010),2021-03-24,2
Raphaël Fragnière,The Matrix (1999),2020-10-10,1
Mohammed Andoine,The Lord of the Rings: The Return of the King (2003),2021-03-10,2
Mathieu Nicolier,12 Angry Men (1957),2020-12-06,4
Yannick Badillo,The Shawshank Redemption (1994),2021-02-28,4
Olivier Bouriche,"The Good, the Bad and the Ugly (1966)",2021-01-03,3
Julien Rami,Goodfellas (1990),2021-03-25,1
Yannick Lavanchy,12 Angry Men (1957),2021-01-31,3
Sélim Dumas,The Dark Knight (2008),2020-09-19,4
Patrick Fragnière,The Matrix (1999),2020-09-05,2
Julien Verdan,The Dark Knight (2008),2021-03-09,4
Simon Dromard,The Matrix (1999),2020-09-09,1
Christophe Rouge,Star Wars: Episode V - The Empire Strikes Back (1980),2021-01-15,2
Julia Dromard,The Godfather: Part II (1974),2021-02-20,4
Sélim Rami,One Flew Over the Cuckoo's Nest (1975),2021-06-24,0
Christophe Franco,Schindler's List (1993),2020-10-03,4
Laurence Rordorf,Schindler's List (1993),2020-07-17,4
Corentin Olsen,Pulp Fiction (1994),2021-06-04,2
Ericka Olsen,Forrest Gump (1994),2020-08-02,2
Mohammed Jacquier,The Godfather (1972),2020-12-08,4
Patrick Dumas,Star Wars: Episode V - The Empire Strikes Back (1980),2020-08-26,2
Enea Mettreaux,Forrest Gump (1994),2021-05-16,1
Enea Rami,The Godfather: Part II (1974),2021-01-30,4
Mathieu Lavanchy,Fight Club (1999),2021-01-26,2
Frédéric Tristan Kocher,The Shawshank Redemption (1994),2021-05-09,5
Enea Tristan Kocher,The Dark Knight (2008),2021-06-18,3
