name,movie,date,rating
Simon Bouriche,Pulp Fiction (1994),2021-08-06,2
Nicolas Andoine,The Lord of the Rings: The Return of the King (2003),2021-06-28,3
Christophe Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-24,3
Antonio Olsen,Forrest Gump (1994),2021-12-20,1
Patrick Nicolier,12 Angry Men (1957),2022-02-23,3
Mathieu Tristan Kocher,Star Wars: Episode V - The Empire Strikes Back (1980),2022-04-22,1
Arthur Jacquier,Schindler's List (1993),2021-08-01,3
Patrick Zanoun,Pulp Fiction (1994),2022-02-19,2
Mohammed La Spada,Fight Club (1999),2022-02-27,2
Andrea Fragnière,Schindler's List (1993),2022-05-16,4
Frédéric Rouge,Fight Club (1999),2022-01-12,2
Exupéry Pravaz,The Lord of the Rings: The Fellowship of the Ring (2001),2021-09-14,3
Georges Stella,"The Good, the Bad and the Ugly (1966)",2021-12-02,2
Murièle Rossi,Schindler's List (1993),2021-06-30,4
Quentin Mutti,The Matrix (1999),2021-12-03,1
Sélim Nicolier,The Lord of the Rings: The Return of the King (2003),2021-11-29,2
Corentin Dumas,The Dark Knight (2008),2021-06-28,4
Georges Bouriche,The Lord of the Rings: The Two Towers (2002),2022-04-08,1
Christophe Dromard,Pulp Fiction (1994),2021-12-20,3
Marie Dromard,The Shawshank Redemption (1994),2022-01-14,4
Mouhssine Gerez,Inception (2010),2021-12-24,1
Ericka Zanoun,Forrest Gump (1994),2022-03-20,1
Marie Olsen,The Godfather: Part II (1974),2021-12-11,3
Antonio Stella,12 Angry Men (1957),2021-12-23,3
Julien Tristan Kocher,One Flew Over the Cuckoo's Nest (1975),2021-09-12,1
Laurence Mérot,The Godfather: Part II (1974),2021-09-12,4
Arthur Di Marco,The Matrix (1999),2021-09-20,1
Olivier Rouge,12 Angry Men (1957),2022-06-05,3
Antonio Gerez,Pulp Fiction (1994),2022-06-15,3
Arthur Franco,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-16,2
Andrea Franco,The Dark Knight (2008),2021-08-24,4
Julia Fragnière,The Dark Knight (2008),2022-05-06,4
Simon Andoine,The Lord of the Rings: The Two Towers (2002),2022-06-15,2
Frédéric La Spada,The Godfather (1972),2021-06-19,3
Mélissa Mutti,Forrest Gump (1994),2022-02-03,1
Antonio Franco,The Godfather (1972),2021-08-04,4
Antonio Gerez,12 Angry Men (1957),2022-03-26,3
Olivier Pravaz,The Shawshank Redemption (1994),2021-11-13,5
Georges Dumas,The Shawshank Redemption (1994),2022-02-14,5
Murièle Mettreaux,Inception (2010),2022-04-10,1
Julien Olsen,The Dark Knight (2008),2021-08-30,3
Antonio La Spada,The Shawshank Redemption (1994),2022-04-27,4
Quentin Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-18,2
Exupéry Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2022-03-23,2
Julia Pravaz,The Matrix (1999),2022-01-13,2
Ericka Rordorf,The Lord of the Rings: The Return of the King (2003),2022-04-18,2
Corentin Jacquier,The Lord of the Rings: The Two Towers (2002),2021-06-27,1
Corentin Stella,The Dark Knight (2008),2021-11-25,3
Michelle Andoine,Pulp Fiction (1994),2022-04-10,2
Murièle Franco,The Godfather: Part II (1974),2021-12-01,4
Quentin Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2021-07-28,1
Sylvain Jacquier,The Shawshank Redemption (1994),2022-05-05,5
Quentin Jacquier,The Lord of the Rings: The Return of the King (2003),2022-01-10,2
Mélissa Fragnière,The Godfather: Part II (1974),2022-04-25,3
Marie Berclaz,The Godfather: Part II (1974),2022-04-15,3
Marie La Spada,Pulp Fiction (1994),2021-07-18,3
Olivier Philippe Fragnière,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-15,3
Arthur Mérot,The Matrix (1999),2021-08-17,1
Thierry Franco,Forrest Gump (1994),2022-04-21,2
Enea Terra,Inception (2010),2022-04-14,2
Frédéric Fragnière,The Dark Knight (2008),2022-02-13,3
Marie Mutti,The Shawshank Redemption (1994),2021-09-04,5
Exupéry Di Marco,12 Angry Men (1957),2021-08-25,3
Antonio Andoine,Star Wars: Episode V - The Empire Strikes Back (1980),2021-09-10,2
Simon Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2022-02-06,3
Mathieu La Spada,Inception (2010),2021-12-07,2
Mohammed Rami,The Dark Knight (2008),2021-07-12,4
Simon Andoine,12 Angry Men (1957),2022-01-25,3
Mouhssine Rordorf,The Dark Knight (2008),2021-11-28,4
Sylvain Montmollin,Fight Club (1999),2022-03-25,3
Arthur Franco,The Lord of the Rings: The Return of the King (2003),2021-09-29,3
Laurence Stella,Forrest Gump (1994),2022-02-15,1
Murièle Jacquier,Pulp Fiction (1994),2021-10-07,2
Antonio Stella,The Godfather: Part II (1974),2021-12-11,3
Corentin Nicolier,Forrest Gump (1994),2021-10-02,2
Patrick Verdan,The Shawshank Redemption (1994),2021-08-06,4
Thierry Olsen,The Godfather (1972),2021-11-22,4
Raphaël Olsen,The Lord of the Rings: The Two Towers (2002),2021-09-08,2
Corentin Dromard,Forrest Gump (1994),2022-01-20,2
Manuel Nicolier,The Shawshank Redemption (1994),2021-12-03,5
Frédéric Fragnière,One Flew Over the Cuckoo's Nest (1975),2021-10-03,1
Patrick Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2021-10-10,3
Mohammed Nicolier,The Shawshank Redemption (1994),2022-02-18,4
Mohammed Fragnière,"The Good, the Bad and the Ugly (1966)",2021-11-10,2
Olivier Philippe Kairouani,The Lord of the Rings: The Return of the King (2003),2021-12-21,2
Nicolas La Spada,Seven Samurai (1954),2021-10-24,0
Enea Stella,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-17,3
Frédéric Tristan Kocher,Fight Club (1999),2021-08-11,2
Mouhssine Berclaz,Forrest Gump (1994),2022-02-21,1
Enea Pravaz,Inception (2010),2022-03-11,1
Christophe Lavanchy,Forrest Gump (1994),2021-06-26,1
Mohammed Kairouani,12 Angry Men (1957),2021-12-29,3
Georges Verdan,Seven Samurai (1954),2021-11-10,1
Patrick Andoine,The Matrix (1999),2022-04-06,2
Marie Badillo,Fight Club (1999),2021-10-14,2
Corentin Nicolier,Schindler's List (1993),2021-10-25,4
Mathieu Dumas,The Lord of the Rings: The Return of the King (2003),2022-01-04,3
Olivier Philippe Mérot,The Shawshank Redemption (1994),2022-05-18,5
Laurence Milio,Star Wars: Episode V - The Empire Strikes Back (1980),2022-04-06,2
Mélissa Rordorf,Pulp Fiction (1994),2022-01-04,2
Andrea Rordorf,Seven Samurai (1954),2021-06-21,1
Andrea Mettreaux,The Shawshank Redemption (1994),2022-01-03,4
Patrick Berclaz,The Godfather (1972),2022-04-17,3
Sélim Zanoun,The Lord of the Rings: The Return of the King (2003),2022-03-30,3
Patrick Milio,Pulp Fiction (1994),2022-03-10,3
Arthur Di Marco,The Lord of the Rings: The Two Towers (2002),2021-07-26,1
Olivier Dromard,Schindler's List (1993),2022-04-02,3
Georges Verdan,Pulp Fiction (1994),2022-03-26,3
Patrick Olsen,One Flew Over the Cuckoo's Nest (1975),2022-04-08,1
Yannick Olsen,Forrest Gump (1994),2022-05-13,1
Simon Dumas,The Godfather: Part II (1974),2021-11-03,3
Corentin Franco,Schindler's List (1993),2021-09-26,3
Patrick Milio,Goodfellas (1990),2022-06-07,0
Corentin Mérot,The Shawshank Redemption (1994),2021-11-19,5
Andrea Di Marco,The Lord of the Rings: The Return of the King (2003),2021-10-09,2
Enea Verdan,The Lord of the Rings: The Two Towers (2002),2021-10-22,2
Yannick Di Marco,The Lord of the Rings: The Return of the King (2003),2022-01-15,3
Patrick Di Marco,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-02,3
Antonio Di Marco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-11-18,2
Andrea Badillo,The Shawshank Redemption (1994),2022-03-24,5
Michelle Di Marco,"The Good, the Bad and the Ugly (1966)",2021-06-21,2
Sélim Pravaz,The Godfather: Part II (1974),2022-03-17,4
Mathieu Rami,One Flew Over the Cuckoo's Nest (1975),2021-09-04,1
Mohammed Zanoun,Inception (2010),2021-08-21,1
Mathieu Di Marco,Inception (2010),2022-05-17,2
Andrea Terra,Star Wars: Episode V - The Empire Strikes Back (1980),2022-04-26,1
Georges Gerez,The Lord of the Rings: The Return of the King (2003),2022-01-10,2
Exupéry Rossi,Seven (1995),2021-06-20,0
Enea Verdan,Schindler's List (1993),2021-12-17,4
Arthur Rouge,Forrest Gump (1994),2022-04-26,1
Laurence Milio,The Lord of the Rings: The Return of the King (2003),2021-10-14,2
Olivier Philippe Rami,"The Good, the Bad and the Ugly (1966)",2022-02-23,2
Ericka Kairouani,The Godfather: Part II (1974),2022-04-18,4
Manuel Gerez,"The Good, the Bad and the Ugly (1966)",2021-08-27,2
Mohammed Franco,The Godfather: Part II (1974),2021-10-26,3
Julien Rossi,Fight Club (1999),2021-11-25,3
Michelle Rossi,One Flew Over the Cuckoo's Nest (1975),2021-08-28,0
Manuel Andoine,Schindler's List (1993),2022-03-11,3
Sélim Pravaz,The Godfather (1972),2022-02-04,3
Olivier Philippe Rami,Fight Club (1999),2021-11-01,3
Christophe Tristan Kocher,The Godfather (1972),2022-06-08,4
Olivier Zanoun,Forrest Gump (1994),2022-05-18,1
Antonio Rossi,Seven Samurai (1954),2021-10-10,1
Sélim Jacquier,The Dark Knight (2008),2021-09-21,3
Murièle Olsen,Forrest Gump (1994),2021-08-24,1
Simon Franco,Schindler's List (1993),2022-02-28,3
Sélim Franco,The Lord of the Rings: The Fellowship of the Ring (2001),2021-09-20,2
Ericka Fragnière,Star Wars: Episode V - The Empire Strikes Back (1980),2021-09-07,2
Laurence Milio,Schindler's List (1993),2021-12-09,4
Olivier Rouge,Fight Club (1999),2021-08-04,3
Mathieu Rouge,The Shawshank Redemption (1994),2021-07-01,4
Andrea Bouriche,The Godfather: Part II (1974),2021-08-09,4
Laurence Andoine,The Matrix (1999),2021-12-21,1
Andrea Terra,The Shawshank Redemption (1994),2021-10-16,5
Julia Badillo,The Shawshank Redemption (1994),2021-06-24,5
Julien Rossi,The Lord of the Rings: The Return of the King (2003),2021-10-07,3
Olivier Mutti,"The Good, the Bad and the Ugly (1966)",2022-01-06,3
Christophe Stella,The Godfather: Part II (1974),2021-08-21,3
Mouhssine Fragnière,The Dark Knight (2008),2022-04-15,4
Mohammed Rouge,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-26,3
Olivier Stella,"The Good, the Bad and the Ugly (1966)",2021-11-14,2
Mélissa Berclaz,The Lord of the Rings: The Return of the King (2003),2022-02-05,3
Olivier Philippe Rossi,The Matrix (1999),2022-03-22,1
Thierry Rouge,Goodfellas (1990),2021-08-31,0
Ericka Dumas,Schindler's List (1993),2022-04-16,3
Simon Fragnière,Seven (1995),2022-04-11,1
Julia Di Marco,12 Angry Men (1957),2021-11-24,3
Frédéric Franco,The Godfather: Part II (1974),2022-01-10,3
Michelle Kunz,Goodfellas (1990),2021-08-31,0
Andrea Lavanchy,The Godfather: Part II (1974),2021-10-08,3
Yannick Andoine,12 Angry Men (1957),2021-08-24,3
Sylvain Badillo,The Dark Knight (2008),2021-09-21,4
Georges Olsen,The Shawshank Redemption (1994),2022-05-01,4
Mohammed Badillo,Star Wars: Episode V - The Empire Strikes Back (1980),2021-10-28,2
Christophe Nicolier,The Dark Knight (2008),2021-10-07,3
Olivier Philippe Kunz,Star Wars: Episode V - The Empire Strikes Back (1980),2021-10-27,1
Murièle Rordorf,Forrest Gump (1994),2022-01-31,1
Corentin Badillo,The Lord of the Rings: The Return of the King (2003),2021-09-02,2
Frédéric Gerez,The Shawshank Redemption (1994),2021-12-13,4
Raphaël Lavanchy,Pulp Fiction (1994),2022-01-16,2
Julien Montmollin,"The Good, the Bad and the Ugly (1966)",2021-08-26,3
Mélissa Rami,The Lord of the Rings: The Two Towers (2002),2021-11-30,1
Marie Andoine,The Lord of the Rings: The Return of the King (2003),2022-04-02,2
Yannick Zanoun,12 Angry Men (1957),2021-08-29,3
Olivier Philippe Dumas,The Godfather: Part II (1974),2021-07-26,4
Sylvain Stella,12 Angry Men (1957),2021-09-27,3
Mélissa Tristan Kocher,Schindler's List (1993),2022-02-18,4
Enea Badillo,Schindler's List (1993),2021-07-09,3
Olivier Philippe Stella,Star Wars: Episode V - The Empire Strikes Back (1980),2021-09-27,1
Antonio Gerez,Schindler's List (1993),2021-10-08,3
Thierry Tristan Kocher,The Godfather (1972),2021-10-01,4
Andrea Kunz,"The Good, the Bad and the Ugly (1966)",2022-06-14,3
Simon Nicolier,The Shawshank Redemption (1994),2021-08-17,4
Sylvain Berclaz,The Godfather (1972),2021-10-06,3
Andrea Franco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-12-03,1
Christophe Mutti,The Godfather: Part II (1974),2021-09-04,4
Olivier Philippe Badillo,Schindler's List (1993),2022-02-26,4
Ericka Mutti,The Lord of the Rings: The Two Towers (2002),2022-01-19,2
Laurence Rordorf,Goodfellas (1990),2022-05-09,1
Olivier Zanoun,12 Angry Men (1957),2022-05-09,3
Enea Montmollin,Star Wars: Episode V - The Empire Strikes Back (1980),2021-12-28,1
Quentin Mettreaux,The Shawshank Redemption (1994),2021-08-23,4
Thierry La Spada,One Flew Over the Cuckoo's Nest (1975),2021-12-23,1
Corentin Mutti,The Godfather (1972),2022-05-16,3
Laurence Rouge,The Lord of the Rings: The Return of the King (2003),2021-07-10,2
Julia Milio,The Shawshank Redemption (1994),2021-10-03,4
Exupéry Fragnière,The Godfather: Part II (1974),2021-10-29,3
Sylvain Rami,12 Angry Men (1957),2022-02-09,3
Antonio Dromard,The Matrix (1999),2021-09-26,2
Corentin Jacquier,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-07,2
Patrick Andoine,The Dark Knight (2008),2022-01-17,4
Raphaël Nicolier,Goodfellas (1990),2022-03-26,1
Laurence Kunz,12 Angry Men (1957),2021-11-12,3
Mohammed Andoine,The Lord of the Rings: The Return of the King (2003),2021-06-22,3
Julia Verdan,12 Angry Men (1957),2021-10-21,3
Thierry Gerez,Schindler's List (1993),2022-04-23,3
Michelle Lavanchy,The Godfather: Part II (1974),2021-08-18,3
Mélissa Dromard,The Godfather (1972),2022-02-27,3
Raphaël Badillo,The Lord of the Rings: The Two Towers (2002),2022-02-04,2
Mathieu Zanoun,The Lord of the Rings: The Fellowship of the Ring (2001),2022-03-17,2
Georges Fragnière,Seven Samurai (1954),2022-01-03,0
Yannick Andoine,Pulp Fiction (1994),2022-01-29,3
Mélissa Olsen,The Godfather: Part II (1974),2021-12-11,4
Mélissa Fragnière,"The Good, the Bad and the Ugly (1966)",2021-12-02,2
Sélim Rouge,Fight Club (1999),2021-08-08,2
Quentin Franco,The Godfather (1972),2022-03-30,3
Exupéry Fragnière,Forrest Gump (1994),2021-07-25,2
Manuel Pravaz,One Flew Over the Cuckoo's Nest (1975),2022-02-02,1
Corentin La Spada,Forrest Gump (1994),2021-12-06,1
Manuel Kairouani,Schindler's List (1993),2022-06-10,4
Manuel Nicolier,Pulp Fiction (1994),2021-11-17,3
Frédéric Berclaz,12 Angry Men (1957),2022-04-29,4
Enea Jacquier,The Lord of the Rings: The Return of the King (2003),2021-10-22,3
Nicolas Bouriche,The Godfather: Part II (1974),2021-07-23,4
Mohammed Fragnière,One Flew Over the Cuckoo's Nest (1975),2022-04-26,0
Raphaël Terra,Forrest Gump (1994),2021-11-26,1
Ericka Berclaz,The Matrix (1999),2022-06-09,1
Christophe Montmollin,Pulp Fiction (1994),2021-11-18,3
Antonio Rami,Pulp Fiction (1994),2021-10-03,3
Thierry Rordorf,The Godfather (1972),2021-11-25,3
Simon Badillo,Forrest Gump (1994),2021-07-01,1
Mohammed Berclaz,"The Good, the Bad and the Ugly (1966)",2022-02-07,3
Frédéric Verdan,The Lord of the Rings: The Return of the King (2003),2022-05-16,2
Georges Fragnière,The Shawshank Redemption (1994),2021-10-28,5
Olivier Philippe Rossi,Goodfellas (1990),2022-01-30,0
Simon Gerez,Forrest Gump (1994),2021-10-15,1
Arthur Bouriche,Schindler's List (1993),2021-09-10,4
Raphaël Rordorf,12 Angry Men (1957),2022-04-12,3
Laurence Jacquier,The Dark Knight (2008),2022-03-26,4
Ericka Badillo,12 Angry Men (1957),2022-05-06,4
Raphaël Zanoun,The Lord of the Rings: The Two Towers (2002),2022-04-03,1
Laurence Bouriche,Forrest Gump (1994),2021-11-27,1
Enea Lavanchy,Schindler's List (1993),2022-01-24,4
Antonio Dumas,12 Angry Men (1957),2021-08-03,3
Olivier Philippe Milio,Seven Samurai (1954),2022-02-02,0
Sélim Nicolier,Goodfellas (1990),2022-06-08,1
Frédéric Nicolier,The Godfather (1972),2022-05-08,4
Ericka Verdan,The Shawshank Redemption (1994),2021-10-08,5
Mouhssine Kairouani,The Godfather (1972),2022-02-13,3
Julien Dumas,12 Angry Men (1957),2021-06-29,4
Patrick Terra,The Lord of the Rings: The Return of the King (2003),2021-12-26,2
Mouhssine Kairouani,The Dark Knight (2008),2021-09-04,4
Raphaël Kairouani,The Godfather (1972),2022-02-09,3
Enea Gerez,"The Good, the Bad and the Ugly (1966)",2022-01-04,3
Julia Nicolier,The Lord of the Rings: The Return of the King (2003),2022-05-31,3
Mouhssine Rordorf,12 Angry Men (1957),2021-11-29,3
Thierry Andoine,Forrest Gump (1994),2022-03-12,2
Corentin Olsen,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-28,2
Thierry Kairouani,Schindler's List (1993),2022-04-16,3
Quentin Andoine,Star Wars: Episode V - The Empire Strikes Back (1980),2022-05-11,1
Sylvain Montmollin,The Lord of the Rings: The Return of the King (2003),2022-05-21,3
Andrea Nicolier,The Lord of the Rings: The Fellowship of the Ring (2001),2021-12-17,2
Frédéric Rordorf,Forrest Gump (1994),2022-01-11,2
Georges Pravaz,Schindler's List (1993),2021-09-20,3
Michelle Gerez,Schindler's List (1993),2022-01-15,3
Andrea Kairouani,Pulp Fiction (1994),2022-01-09,2
Olivier Philippe Milio,Forrest Gump (1994),2022-01-24,2
Mathieu Montmollin,Pulp Fiction (1994),2021-10-23,2
Christophe Verdan,The Lord of the Rings: The Return of the King (2003),2021-09-25,2
Arthur La Spada,The Godfather: Part II (1974),2022-03-31,4
Enea Rouge,The Shawshank Redemption (1994),2022-05-28,5
Frédéric Dumas,Inception (2010),2022-01-15,1
Georges Mettreaux,The Godfather: Part II (1974),2022-02-20,4
Michelle Kairouani,Schindler's List (1993),2021-10-07,4
Sélim Kunz,The Lord of the Rings: The Two Towers (2002),2022-04-03,1
Julien Pravaz,Forrest Gump (1994),2021-06-28,2
Nicolas Montmollin,Star Wars: Episode V - The Empire Strikes Back (1980),2021-06-23,2
Christophe Mettreaux,The Godfather (1972),2022-04-27,3
Nicolas Rordorf,Pulp Fiction (1994),2022-01-22,2
Raphaël Rouge,12 Angry Men (1957),2022-04-18,3
Frédéric Nicolier,The Matrix (1999),2021-07-26,1
Mélissa Dumas,Star Wars: Episode V - The Empire Strikes Back (1980),2021-10-21,2
Arthur Mérot,The Godfather (1972),2021-07-16,4
Antonio Rossi,The Lord of the Rings: The Return of the King (2003),2021-07-17,3
Georges Nicolier,The Matrix (1999),2021-12-27,1
Ericka Stella,The Lord of the Rings: The Two Towers (2002),2021-08-10,2
Mathieu Dromard,The Dark Knight (2008),2022-02-13,3
Mohammed Di Marco,The Godfather: Part II (1974),2022-05-15,4
Arthur Fragnière,The Lord of the Rings: The Return of the King (2003),2021-07-02,3
Andrea Stella,One Flew Over the Cuckoo's Nest (1975),2021-10-07,0
Olivier Philippe Jacquier,The Lord of the Rings: The Two Towers (2002),2021-10-29,2
Mohammed Dumas,The Lord of the Rings: The Two Towers (2002),2022-06-13,2
Andrea Zanoun,Pulp Fiction (1994),2022-02-18,2
Mohammed Lavanchy,The Shawshank Redemption (1994),2022-05-24,4
Andrea Mérot,The Dark Knight (2008),2022-02-06,3
Marie Nicolier,12 Angry Men (1957),2021-08-03,4
Yannick Rordorf,Schindler's List (1993),2021-11-10,3
Andrea Tristan Kocher,Inception (2010),2021-11-23,1
Sylvain Kairouani,Goodfellas (1990),2021-12-09,1
Exupéry Nicolier,The Lord of the Rings: The Return of the King (2003),2021-12-27,3
Olivier Philippe Rossi,Pulp Fiction (1994),2022-03-06,2
Yannick Rossi,"The Good, the Bad and the Ugly (1966)",2022-04-26,2
Julien Milio,Forrest Gump (1994),2022-05-16,2
Sylvain Gerez,Forrest Gump (1994),2022-05-17,1
Nicolas Di Marco,Forrest Gump (1994),2021-10-30,1
Nicolas Fragnière,"The Good, the Bad and the Ugly (1966)",2021-10-28,2
Manuel Mutti,"The Good, the Bad and the Ugly (1966)",2022-03-14,3
Corentin Franco,The Lord of the Rings: The Fellowship of the Ring (2001),2022-06-04,3
Raphaël Andoine,Seven Samurai (1954),2021-10-06,1
Julia Tristan Kocher,Goodfellas (1990),2022-02-21,1
Laurence Jacquier,The Godfather (1972),2021-08-14,3
Mouhssine Bouriche,The Godfather (1972),2021-10-30,4
Exupéry Badillo,Star Wars: Episode V - The Empire Strikes Back (1980),2022-03-04,2
Georges Olsen,Forrest Gump (1994),2022-04-22,2
Sylvain Rami,Inception (2010),2022-05-12,1
Antonio Mutti,The Lord of the Rings: The Return of the King (2003),2021-10-03,3
Thierry Kunz,The Shawshank Redemption (1994),2021-11-03,5
Mathieu Berclaz,Forrest Gump (1994),2022-05-25,2
Nicolas Zanoun,The Lord of the Rings: The Two Towers (2002),2022-02-23,2
Patrick Rouge,The Shawshank Redemption (1994),2021-10-29,5
Mathieu Dromard,Goodfellas (1990),2021-10-29,0
Michelle Gerez,12 Angry Men (1957),2021-11-30,3
Michelle Berclaz,"The Good, the Bad and the Ugly (1966)",2021-12-30,3
Exupéry Kairouani,Fight Club (1999),2021-07-22,2
Georges Montmollin,The Shawshank Redemption (1994),2022-03-02,4
Sélim Zanoun,Forrest Gump (1994),2022-02-08,2
Andrea Dromard,The Lord of the Rings: The Return of the King (2003),2022-02-02,2
Frédéric Mutti,The Godfather (1972),2021-11-28,4
Quentin Kunz,The Godfather: Part II (1974),2021-07-12,3
Exupéry Badillo,The Godfather: Part II (1974),2022-01-16,3
Mathieu Milio,The Lord of the Rings: The Fellowship of the Ring (2001),2021-09-05,2
Mohammed Rordorf,The Lord of the Rings: The Two Towers (2002),2021-06-29,1
Exupéry Olsen,"The Good, the Bad and the Ugly (1966)",2021-11-26,2
Corentin Badillo,Pulp Fiction (1994),2022-06-04,3
Julia Dromard,The Dark Knight (2008),2021-07-24,4
Michelle Mérot,Forrest Gump (1994),2021-11-12,1
Mathieu Rami,The Shawshank Redemption (1994),2021-08-18,5
Marie Andoine,Schindler's List (1993),2021-10-16,3
Marie Verdan,The Shawshank Redemption (1994),2022-05-17,5
Thierry Stella,Schindler's List (1993),2021-06-20,3
Manuel Pravaz,The Shawshank Redemption (1994),2022-06-08,5
Georges Jacquier,The Lord of the Rings: The Two Towers (2002),2021-09-08,1
Raphaël Rami,Inception (2010),2021-08-07,2
Christophe Mutti,The Godfather (1972),2021-12-24,4
Antonio Andoine,The Godfather: Part II (1974),2021-12-30,3
Exupéry Jacquier,Forrest Gump (1994),2021-07-04,1
Andrea Kairouani,The Godfather: Part II (1974),2021-10-09,3
Enea Milio,Pulp Fiction (1994),2021-07-05,2
Laurence Franco,The Matrix (1999),2022-04-02,1
Arthur Andoine,One Flew Over the Cuckoo's Nest (1975),2022-04-01,0
Julia La Spada,The Dark Knight (2008),2022-05-22,3
Julien Andoine,The Lord of the Rings: The Fellowship of the Ring (2001),2021-10-01,2
Georges Tristan Kocher,Forrest Gump (1994),2022-05-31,2
Antonio Terra,Schindler's List (1993),2021-08-25,4
Mélissa Dromard,The Godfather: Part II (1974),2021-11-14,4
Corentin Milio,Schindler's List (1993),2022-05-03,4
Christophe Olsen,The Lord of the Rings: The Return of the King (2003),2021-10-03,2
Christophe Rordorf,The Shawshank Redemption (1994),2021-07-21,4
Murièle Kairouani,The Godfather: Part II (1974),2021-11-08,3
Corentin Terra,The Shawshank Redemption (1994),2021-09-12,5
Enea Jacquier,12 Angry Men (1957),2021-09-03,4
Sylvain Zanoun,The Godfather (1972),2022-01-08,3
Julien Stella,Seven Samurai (1954),2021-07-09,1
Mélissa Zanoun,Schindler's List (1993),2021-10-27,4
Ericka Kunz,Star Wars: Episode V - The Empire Strikes Back (1980),2022-01-26,2
Corentin Andoine,Star Wars: Episode V - The Empire Strikes Back (1980),2021-09-05,1
Patrick Berclaz,One Flew Over the Cuckoo's Nest (1975),2022-01-07,1
Patrick Dromard,Star Wars: Episode V - The Empire Strikes Back (1980),2021-11-22,2
Mélissa Franco,12 Angry Men (1957),2022-02-24,3
Olivier Olsen,The Shawshank Redemption (1994),2022-03-31,4
Thierry La Spada,12 Angry Men (1957),2022-05-06,3
Frédéric Dumas,The Godfather: Part II (1974),2022-05-14,3
Patrick Mérot,The Lord of the Rings: The Fellowship of the Ring (2001),2021-09-15,2
Quentin Stella,Star Wars: Episode V - The Empire Strikes Back (1980),2021-10-11,2
Sélim Jacquier,Star Wars: Episode V - The Empire Strikes Back (1980),2022-02-11,1
Georges Rami,12 Angry Men (1957),2022-05-14,4
Mélissa Pravaz,One Flew Over the Cuckoo's Nest (1975),2022-03-11,0
Quentin Badillo,The Lord of the Rings: The Return of the King (2003),2022-06-05,2
Andrea Mutti,Fight Club (1999),2022-05-21,3
Manuel Montmollin,Star Wars: Episode V - The Empire Strikes Back (1980),2022-01-27,2
Mathieu Verdan,The Lord of the Rings: The Return of the King (2003),2021-09-19,2
Murièle Rordorf,The Lord of the Rings: The Return of the King (2003),2021-09-03,2
Christophe Stella,The Shawshank Redemption (1994),2022-04-17,5
Exupéry Gerez,The Lord of the Rings: The Fellowship of the Ring (2001),2022-03-12,3
Quentin Rami,Star Wars: Episode V - The Empire Strikes Back (1980),2022-01-14,1
Sélim Di Marco,Schindler's List (1993),2021-10-12,3
Raphaël Pravaz,The Lord of the Rings: The Two Towers (2002),2022-05-18,1
Enea Bouriche,12 Angry Men (1957),2021-10-15,4
Olivier Jacquier,Schindler's List (1993),2022-04-08,3
Andrea Jacquier,Fight Club (1999),2021-07-13,2
Sylvain Mérot,The Lord of the Rings: The Return of the King (2003),2021-07-25,3
Mouhssine Dumas,Fight Club (1999),2021-11-14,2
Mélissa Mutti,"The Good, the Bad and the Ugly (1966)",2022-01-09,2
Mélissa Badillo,The Shawshank Redemption (1994),2021-12-26,5
Corentin Mérot,The Lord of the Rings: The Return of the King (2003),2022-04-02,3
Exupéry Franco,"The Good, the Bad and the Ugly (1966)",2022-06-03,3
Arthur La Spada,The Dark Knight (2008),2022-01-11,4
Yannick Zanoun,The Lord of the Rings: The Return of the King (2003),2022-06-13,3
Sélim Milio,The Godfather: Part II (1974),2021-11-29,3
Quentin Franco,Pulp Fiction (1994),2021-10-06,3
Michelle Jacquier,The Godfather (1972),2021-10-21,4
Frédéric Mutti,Pulp Fiction (1994),2021-09-24,3
Mélissa Di Marco,The Matrix (1999),2021-08-18,1
Julien Verdan,Forrest Gump (1994),2021-11-23,1
Yannick Stella,12 Angry Men (1957),2021-12-15,4
Georges Mettreaux,The Dark Knight (2008),2021-09-29,3
Olivier Tristan Kocher,Inception (2010),2021-12-09,1
Christophe Gerez,The Lord of the Rings: The Return of the King (2003),2022-02-21,2
Sélim Nicolier,12 Angry Men (1957),2021-12-18,4
Michelle Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2021-12-04,3
Murièle Tristan Kocher,"The Good, the Bad and the Ugly (1966)",2021-10-03,2
Arthur Lavanchy,Forrest Gump (1994),2021-12-29,2
Sylvain Tristan Kocher,Goodfellas (1990),2022-03-27,0
